"uniqueID";"response";"item";"choice_self";"choice_other";"svo_trial"
7;"o5";"4";203;172;9
7;"o6";"8";289;281;10
7;"o6";"11";266;244;11
7;"o4";"10";289;244;12
7;"o6";"6";273;216;13
7;"o8";"12";281;274;14
8;"o1";"5";300;150;0
8;"o9";"4";256;44;1
8;"o1";"6";300;150;2
8;"o9";"15";300;150;3
8;"o1";"1";256;256;4
8;"o1";"10";300;210;5
8;"o9";"3";256;256;6
8;"o9";"8";300;270;7
8;"o1";"9";300;210;8
8;"o9";"2";300;150;9
8;"o9";"13";300;150;10
8;"o9";"12";300;270;11
8;"o9";"11";300;210;12
8;"o1";"14";300;270;13
8;"o1";"7";300;150;14
9;"o9";"12";300;270;0
9;"o7";"10";278;278;1
9;"o9";"3";256;256;2
9;"o1";"9";300;210;3
9;"o3";"5";262;188;4
9;"o5";"7";255;225;5
9;"o3";"15";278;262;6
9;"o9";"6";256;256;7
9;"o5";"4";203;172;8
9;"o9";"2";300;150;9
9;"o6";"11";266;244;10
9;"o6";"13";244;206;11
9;"o1";"1";256;256;12
9;"o1";"14";300;270;13
9;"o9";"8";300;270;14
10;"o8";"4";243;76;0
10;"o9";"8";300;270;1
10;"o6";"15";289;206;2
10;"o1";"1";256;256;3
10;"o9";"3";256;256;4
10;"o9";"12";300;270;5
10;"o7";"10";278;278;6
10;"o8";"13";281;169;7
10;"o6";"7";244;244;8
10;"o9";"2";300;150;9
10;"o8";"11";289;221;10
10;"o2";"9";281;221;11
10;"o5";"5";225;225;12
10;"o1";"14";300;270;13
10;"o1";"6";300;150;14
11;"o1";"10";300;210;0
11;"o9";"4";256;44;1
11;"o9";"8";300;270;2
11;"o1";"7";300;150;3
11;"o9";"11";300;210;4
11;"o1";"9";300;210;5
11;"o1";"5";300;150;6
11;"o1";"6";300;150;7
11;"o1";"14";300;270;8
11;"o9";"15";300;150;9
11;"o9";"13";300;150;10
11;"o9";"3";256;256;11
11;"o9";"2";300;150;12
11;"o9";"12";300;270;13
11;"o1";"1";256;256;14
12;"o6";"13";244;206;0
12;"o4";"5";244;206;1
12;"o3";"15";278;262;2
12;"o1";"1";256;256;3
12;"o6";"7";244;244;4
12;"o5";"10";285;255;5
12;"o8";"12";281;274;6
12;"o8";"3";243;262;7
12;"o8";"2";295;137;8
12;"o6";"11";266;244;9
12;"o7";"8";292;278;10
12;"o7";"4";230;108;11
12;"o2";"14";289;274;12
12;"o6";"6";273;216;13
12;"o1";"9";300;210;14
13;"o5";"3";203;278;0
13;"o5";"10";285;255;1
13;"o6";"13";244;206;2
13;"o7";"14";233;292;3
13;"o7";"12";262;278;4
13;"o9";"11";300;210;5
13;"o9";"6";256;256;6
13;"o1";"9";300;210;7
13;"o2";"1";256;230;8
13;"o4";"4";190;204;9
13;"o6";"8";289;281;10
13;"o7";"15";292;188;11
13;"o8";"2";295;137;12
13;"o9";"7";210;300;13
13;"o1";"5";300;150;14
14;"o9";"11";300;210;0
14;"o2";"10";296;221;1
14;"o1";"1";256;256;2
14;"o1";"14";300;270;3
14;"o7";"4";230;108;4
14;"o9";"12";300;270;5
14;"o9";"8";300;270;6
14;"o2";"7";289;169;7
14;"o8";"15";296;169;8
14;"o1";"9";300;210;9
14;"o7";"13";262;188;10
14;"o8";"2";295;137;11
14;"o8";"6";262;243;12
14;"o1";"5";300;150;13
14;"o9";"3";256;256;14
15;"o5";"13";225;225;0
15;"o1";"9";300;210;1
15;"o9";"12";300;270;2
15;"o9";"15";300;150;3
15;"o7";"4";230;108;4
15;"o9";"11";300;210;5
15;"o9";"6";256;256;6
15;"o1";"1";256;256;7
15;"o5";"7";255;225;8
15;"o5";"8";285;285;9
15;"o9";"3";256;256;10
15;"o9";"2";300;150;11
15;"o1";"14";300;270;12
15;"o1";"5";300;150;13
15;"o1";"10";300;210;14
16;"o9";"12";300;270;0
16;"o1";"14";300;270;1
16;"o5";"13";225;225;2
16;"o5";"4";203;172;3
16;"o4";"9";244;244;4
16;"o5";"10";285;255;5
16;"o8";"8";296;274;6
16;"o1";"1";256;256;7
16;"o9";"3";256;256;8
16;"o3";"15";278;262;9
16;"o1";"5";300;150;10
16;"o5";"7";255;225;11
16;"o9";"2";300;150;12
16;"o9";"11";300;210;13
16;"o9";"6";256;256;14
17;"o9";"3";256;256;0
17;"o1";"5";300;150;1
17;"o9";"2";300;150;2
17;"o1";"10";300;210;3
17;"o9";"11";300;210;4
17;"o9";"13";300;150;5
17;"o9";"8";300;270;6
17;"o1";"7";300;150;7
17;"o5";"4";203;172;8
17;"o1";"6";300;150;9
17;"o1";"1";256;256;10
17;"o1";"14";300;270;11
17;"o1";"9";300;210;12
17;"o9";"15";300;150;13
17;"o9";"12";300;270;14
19;"o1";"8";270;300;0
19;"o1";"4";150;300;1
19;"o1";"14";300;270;2
19;"o1";"5";300;150;3
19;"o1";"7";300;150;4
19;"o1";"9";300;210;5
19;"o1";"12";150;300;6
19;"o1";"11";210;300;7
19;"o1";"2";256;44;8
19;"o1";"10";300;210;9
19;"o1";"1";256;256;10
19;"o1";"6";300;150;11
19;"o1";"13";150;300;12
19;"o1";"3";150;300;13
19;"o1";"15";270;300;14
20;"o9";"12";300;270;0
20;"o1";"15";270;300;1
20;"o5";"13";225;225;2
20;"o1";"1";256;256;3
20;"o5";"11";255;255;4
20;"o5";"5";225;225;5
20;"o1";"14";300;270;6
20;"o9";"6";256;256;7
20;"o9";"2";300;150;8
20;"o4";"9";244;244;9
20;"o6";"7";244;244;10
20;"o9";"3";256;256;11
20;"o5";"4";203;172;12
20;"o5";"8";285;285;13
20;"o7";"10";278;278;14
21;"o4";"9";244;244;0
21;"o1";"1";256;256;1
21;"o6";"7";244;244;2
21;"o4";"4";190;204;3
21;"o9";"2";300;150;4
21;"o3";"14";278;278;5
21;"o3";"15";278;262;6
21;"o7";"12";262;278;7
21;"o9";"6";256;256;8
21;"o9";"3";256;256;9
21;"o5";"11";255;255;10
21;"o7";"10";278;278;11
21;"o5";"5";225;225;12
21;"o5";"8";285;285;13
21;"o5";"13";225;225;14
22;"o9";"15";300;150;0
22;"o9";"8";300;270;1
22;"o9";"13";300;150;2
22;"o9";"3";256;256;3
22;"o9";"12";300;270;4
22;"o9";"4";256;44;5
22;"o1";"5";300;150;6
22;"o1";"7";300;150;7
22;"o1";"14";300;270;8
22;"o9";"2";300;150;9
22;"o1";"10";300;210;10
22;"o1";"6";300;150;11
22;"o9";"11";300;210;12
22;"o1";"9";300;210;13
22;"o1";"1";256;256;14
23;"o3";"14";278;278;0
23;"o5";"4";203;172;1
23;"o4";"9";244;244;2
23;"o5";"5";225;225;3
23;"o6";"7";244;244;4
23;"o9";"2";300;150;5
23;"o9";"12";300;270;6
23;"o1";"1";256;256;7
23;"o5";"8";285;285;8
23;"o5";"11";255;255;9
23;"o9";"3";256;256;10
23;"o5";"13";225;225;11
23;"o9";"6";256;256;12
23;"o1";"15";270;300;13
23;"o9";"10";270;300;14
24;"o9";"3";256;256;0
24;"o5";"8";285;285;1
24;"o4";"9";244;244;2
24;"o9";"6";256;256;3
24;"o7";"12";262;278;4
24;"o7";"10";278;278;5
24;"o1";"4";150;300;6
24;"o6";"7";244;244;7
24;"o5";"11";255;255;8
24;"o3";"14";278;278;9
24;"o5";"13";225;225;10
24;"o5";"15";285;225;11
24;"o1";"1";256;256;12
24;"o5";"5";225;225;13
24;"o9";"2";300;150;14
25;"o1";"9";300;210;0
25;"o5";"13";225;225;1
25;"o1";"15";270;300;2
25;"o9";"3";256;256;3
25;"o5";"8";285;285;4
25;"o9";"12";300;270;5
25;"o4";"4";190;204;6
25;"o1";"14";300;270;7
25;"o1";"1";256;256;8
25;"o9";"2";300;150;9
25;"o5";"11";255;255;10
25;"o9";"6";256;256;11
25;"o5";"5";225;225;12
25;"o9";"10";270;300;13
25;"o6";"7";244;244;14
26;"o1";"5";300;150;0
26;"o9";"2";300;150;1
26;"o6";"13";244;206;2
26;"o9";"15";300;150;3
26;"o1";"9";300;210;4
26;"o1";"1";256;256;5
26;"o1";"10";300;210;6
26;"o9";"12";300;270;7
26;"o9";"3";256;256;8
26;"o9";"8";300;270;9
26;"o6";"11";266;244;10
26;"o6";"4";216;140;11
26;"o1";"6";300;150;12
26;"o3";"7";278;188;13
26;"o1";"14";300;270;14
27;"o9";"15";300;150;0
27;"o9";"12";300;270;1
27;"o1";"6";300;150;2
27;"o1";"5";300;150;3
27;"o9";"3";256;256;4
27;"o1";"1";256;256;5
27;"o9";"4";256;44;6
27;"o9";"13";300;150;7
27;"o1";"7";300;150;8
27;"o1";"14";300;270;9
27;"o9";"11";300;210;10
27;"o1";"10";300;210;11
27;"o9";"2";300;150;12
27;"o1";"9";300;210;13
27;"o9";"8";300;270;14
28;"o5";"13";225;225;0
28;"o1";"1";256;256;1
28;"o1";"4";150;300;2
28;"o9";"7";210;300;3
28;"o9";"12";300;270;4
28;"o5";"8";285;285;5
28;"o5";"11";255;255;6
28;"o9";"6";256;256;7
28;"o1";"14";300;270;8
28;"o7";"10";278;278;9
28;"o9";"3";256;256;10
28;"o1";"15";270;300;11
28;"o1";"9";300;210;12
28;"o5";"5";225;225;13
28;"o9";"2";300;150;14
29;"o1";"9";300;210;0
29;"o1";"6";300;150;1
29;"o9";"3";256;256;2
29;"o9";"12";300;270;3
29;"o1";"14";300;270;4
29;"o1";"1";256;256;5
29;"o9";"11";300;210;6
29;"o9";"4";256;44;7
29;"o9";"15";300;150;8
29;"o1";"7";300;150;9
29;"o1";"10";300;210;10
29;"o1";"5";300;150;11
29;"o9";"13";300;150;12
29;"o9";"2";300;150;13
29;"o9";"8";300;270;14
30;"o1";"10";300;210;0
30;"o9";"11";300;210;1
30;"o9";"8";300;270;2
30;"o9";"15";300;150;3
30;"o9";"4";256;44;4
30;"o1";"5";300;150;5
30;"o1";"14";300;270;6
30;"o1";"9";300;210;7
30;"o1";"1";256;256;8
30;"o9";"2";300;150;9
30;"o9";"12";300;270;10
31;"o9";"12";300;270;0
31;"o9";"13";300;150;1
31;"o9";"8";300;270;2
31;"o9";"11";300;210;3
31;"o5";"5";225;225;4
31;"o1";"6";300;150;5
31;"o1";"7";300;150;6
31;"o9";"15";300;150;7
31;"o9";"2";300;150;8
31;"o9";"3";256;256;9
31;"o1";"14";300;270;10
31;"o1";"10";300;210;11
31;"o9";"4";256;44;12
31;"o1";"1";256;256;13
31;"o1";"9";300;210;14
32;"o1";"5";300;150;0
32;"o9";"4";256;44;1
32;"o9";"11";300;210;2
32;"o9";"2";300;150;3
32;"o9";"13";300;150;4
32;"o9";"3";256;256;5
32;"o1";"10";300;210;6
32;"o9";"12";300;270;7
32;"o1";"1";256;256;8
32;"o9";"8";300;270;9
32;"o9";"15";300;150;10
32;"o1";"14";300;270;11
32;"o1";"6";300;150;12
32;"o1";"9";300;210;13
32;"o1";"7";300;150;14
33;"o1";"10";300;210;0
33;"o9";"11";300;210;1
33;"o9";"8";300;270;2
33;"o9";"15";300;150;3
33;"o9";"4";256;44;4
33;"o1";"5";300;150;5
33;"o1";"14";300;270;6
33;"o1";"9";300;210;7
33;"o1";"1";256;256;8
33;"o9";"2";300;150;9
33;"o9";"12";300;270;10
33;"o9";"3";256;256;11
33;"o1";"6";300;150;12
33;"o1";"7";300;150;13
33;"o9";"13";300;150;14
34;"o1";"1";256;256;0
34;"o4";"9";244;244;1
34;"o9";"3";256;256;2
34;"o7";"13";262;188;3
34;"o9";"11";300;210;4
34;"o8";"2";295;137;5
34;"o9";"6";256;256;6
34;"o5";"4";203;172;7
34;"o9";"12";300;270;8
34;"o3";"15";278;262;9
34;"o7";"10";278;278;10
34;"o5";"8";285;285;11
34;"o5";"5";225;225;12
34;"o1";"14";300;270;13
34;"o6";"7";244;244;14
35;"o9";"12";300;270;0
35;"o9";"8";300;270;1
35;"o9";"13";300;150;2
35;"o9";"15";300;150;3
35;"o1";"7";300;150;4
35;"o1";"9";300;210;5
35;"o1";"1";256;256;6
35;"o9";"11";300;210;7
35;"o9";"2";300;150;8
35;"o1";"10";300;210;9
35;"o1";"14";300;270;10
35;"o9";"3";256;256;11
35;"o1";"6";300;150;12
35;"o1";"5";300;150;13
35;"o9";"4";256;44;14
36;"o5";"8";285;285;0
36;"o3";"5";262;188;1
36;"o9";"6";256;256;2
36;"o6";"13";244;206;3
36;"o7";"10";278;278;4
36;"o3";"14";278;278;5
36;"o1";"1";256;256;6
36;"o9";"4";256;44;7
36;"o5";"11";255;255;8
36;"o3";"15";278;262;9
36;"o9";"2";300;150;10
36;"o9";"3";256;256;11
36;"o6";"7";244;244;12
36;"o4";"9";244;244;13
36;"o8";"12";281;274;14
37;"o9";"2";300;150;0
37;"o5";"1";256;150;1
37;"o1";"7";300;150;2
37;"o1";"5";300;150;3
37;"o9";"15";300;150;4
37;"o9";"12";300;270;5
37;"o9";"13";300;150;6
37;"o9";"11";300;210;7
37;"o9";"4";256;44;8
37;"o9";"8";300;270;9
37;"o1";"6";300;150;10
37;"o1";"9";300;210;11
37;"o1";"10";300;210;12
37;"o1";"14";300;270;13
37;"o9";"3";256;256;14
38;"o3";"9";262;233;0
38;"o5";"4";203;172;1
38;"o5";"6";278;203;2
38;"o3";"15";278;262;3
38;"o5";"7";255;225;4
38;"o3";"14";278;278;5
38;"o4";"10";289;244;6
38;"o4";"5";244;206;7
38;"o5";"11";255;255;8
38;"o5";"13";225;225;9
38;"o9";"2";300;150;10
38;"o9";"3";256;256;11
38;"o1";"1";256;256;12
38;"o8";"12";281;274;13
38;"o7";"8";292;278;14
39;"o6";"7";244;244;0
39;"o5";"8";285;285;1
39;"o9";"3";256;256;2
39;"o2";"15";274;281;3
39;"o5";"4";203;172;4
39;"o1";"1";256;256;5
39;"o4";"9";244;244;6
39;"o5";"13";225;225;7
39;"o9";"2";300;150;8
39;"o5";"11";255;255;9
39;"o9";"6";256;256;10
39;"o8";"12";281;274;11
39;"o5";"5";225;225;12
39;"o7";"10";278;278;13
39;"o3";"14";278;278;14
40;"o1";"14";300;270;0
40;"o9";"2";300;150;1
40;"o1";"10";300;210;2
40;"o9";"3";256;256;3
40;"o9";"13";300;150;4
40;"o9";"11";300;210;5
40;"o9";"15";300;150;6
40;"o1";"6";300;150;7
40;"o9";"8";300;270;8
40;"o1";"9";300;210;9
40;"o9";"4";256;44;10
40;"o1";"7";300;150;11
40;"o1";"1";256;256;12
40;"o1";"5";300;150;13
40;"o9";"12";300;270;14
41;"o1";"1";256;256;0
41;"o4";"7";266;206;1
41;"o8";"4";243;76;2
41;"o4";"10";289;244;3
41;"o9";"2";300;150;4
41;"o9";"8";300;270;5
41;"o4";"5";244;206;6
41;"o9";"3";256;256;7
41;"o9";"12";300;270;8
41;"o6";"15";289;206;9
41;"o6";"13";244;206;10
41;"o5";"6";278;203;11
41;"o6";"11";266;244;12
41;"o1";"14";300;270;13
41;"o3";"9";262;233;14
42;"o9";"8";300;270;0
42;"o9";"14";210;300;1
42;"o9";"2";300;150;2
42;"o1";"10";300;210;3
42;"o1";"6";300;150;4
42;"o7";"1";256;97;5
42;"o9";"3";256;256;6
42;"o9";"4";256;44;7
42;"o9";"12";300;270;8
42;"o1";"7";300;150;9
42;"o9";"15";300;150;10
42;"o1";"9";300;210;11
42;"o1";"5";300;150;12
42;"o9";"13";300;150;13
42;"o9";"11";300;210;14
43;"o5";"8";285;285;0
43;"o5";"4";203;172;1
43;"o1";"15";270;300;2
43;"o5";"5";225;225;3
43;"o1";"1";256;256;4
43;"o1";"14";300;270;5
43;"o9";"7";210;300;6
43;"o9";"2";300;150;7
43;"o5";"13";225;225;8
43;"o9";"12";300;270;9
43;"o9";"6";256;256;10
43;"o5";"11";255;255;11
43;"o9";"10";270;300;12
43;"o9";"3";256;256;13
43;"o1";"9";300;210;14
44;"o1";"14";300;270;0
44;"o9";"2";300;150;1
44;"o9";"12";300;270;2
44;"o1";"10";300;210;3
44;"o1";"9";300;210;4
44;"o9";"15";300;150;5
44;"o1";"5";300;150;6
44;"o1";"1";256;256;7
44;"o9";"8";300;270;8
44;"o1";"6";300;150;9
44;"o9";"13";300;150;10
44;"o9";"11";300;210;11
44;"o9";"3";256;256;12
44;"o1";"7";300;150;13
44;"o9";"4";256;44;14
45;"o9";"12";300;270;0
45;"o5";"8";285;285;1
45;"o1";"9";300;210;2
45;"o9";"7";210;300;3
45;"o5";"11";255;255;4
45;"o5";"5";225;225;5
45;"o1";"4";150;300;6
45;"o5";"13";225;225;7
45;"o9";"10";270;300;8
45;"o9";"2";300;150;9
45;"o1";"14";300;270;10
45;"o9";"3";256;256;11
45;"o1";"15";270;300;12
45;"o1";"1";256;256;13
45;"o9";"6";256;256;14
46;"o1";"9";300;210;0
46;"o1";"1";256;256;1
46;"o1";"5";300;150;2
46;"o9";"8";300;270;3
46;"o9";"3";256;256;4
46;"o1";"7";300;150;5
46;"o9";"12";300;270;6
46;"o9";"2";300;150;7
46;"o9";"11";300;210;8
46;"o9";"13";300;150;9
46;"o1";"6";300;150;10
46;"o1";"10";300;210;11
46;"o9";"4";256;44;12
46;"o9";"15";300;150;13
46;"o1";"14";300;270;14
47;"o3";"14";278;278;0
47;"o9";"6";256;256;1
47;"o9";"2";300;150;2
47;"o1";"1";256;256;3
47;"o5";"11";255;255;4
47;"o6";"7";244;244;5
47;"o9";"13";300;150;6
47;"o5";"5";225;225;7
47;"o1";"4";150;300;8
47;"o9";"12";300;270;9
47;"o9";"8";300;270;10
47;"o3";"15";278;262;11
47;"o9";"10";270;300;12
47;"o9";"3";256;256;13
47;"o4";"9";244;244;14
48;"o1";"1";256;256;0
48;"o5";"5";225;225;1
48;"o9";"6";256;256;2
48;"o9";"7";210;300;3
48;"o1";"4";150;300;4
48;"o1";"9";300;210;5
48;"o9";"12";300;270;6
48;"o9";"2";300;150;7
48;"o1";"15";270;300;8
48;"o9";"8";300;270;9
48;"o7";"11";278;233;10
48;"o1";"14";300;270;11
48;"o9";"13";300;150;12
48;"o9";"3";256;256;13
48;"o9";"10";270;300;14
49;"o7";"4";230;108;0
49;"o9";"6";256;256;1
49;"o9";"3";256;256;2
49;"o1";"15";270;300;3
49;"o1";"1";256;256;4
49;"o1";"14";300;270;5
49;"o3";"7";278;188;6
49;"o7";"8";292;278;7
49;"o9";"13";300;150;8
49;"o2";"9";281;221;9
49;"o4";"10";289;244;10
49;"o9";"11";300;210;11
49;"o7";"12";262;278;12
49;"o3";"5";262;188;13
49;"o9";"2";300;150;14
50;"o1";"1";256;256;0
50;"o1";"7";300;150;1
50;"o1";"6";300;150;2
50;"o9";"13";300;150;3
50;"o9";"3";256;256;4
50;"o1";"9";300;210;5
50;"o9";"2";300;150;6
50;"o1";"10";300;210;7
50;"o9";"15";300;150;8
50;"o1";"5";300;150;9
50;"o9";"4";256;44;10
50;"o9";"8";300;270;11
50;"o1";"14";300;270;12
50;"o9";"12";300;270;13
50;"o9";"11";300;210;14
51;"o9";"3";256;256;0
51;"o9";"2";300;150;1
51;"o9";"8";300;270;2
51;"o5";"5";225;225;3
51;"o9";"12";300;270;4
51;"o9";"6";256;256;5
51;"o4";"4";190;204;6
51;"o1";"1";256;256;7
51;"o1";"15";270;300;8
51;"o1";"9";300;210;9
51;"o7";"7";233;262;10
51;"o7";"10";278;278;11
51;"o5";"11";255;255;12
51;"o5";"13";225;225;13
51;"o1";"14";300;270;14
52;"o9";"15";300;150;0
52;"o1";"7";300;150;1
52;"o9";"4";256;44;2
52;"o1";"6";300;150;3
52;"o1";"1";256;256;4
52;"o9";"13";300;150;5
52;"o9";"2";300;150;6
52;"o9";"8";300;270;7
52;"o9";"11";300;210;8
52;"o1";"10";300;210;9
52;"o9";"3";256;256;10
52;"o1";"5";300;150;11
52;"o9";"12";300;270;12
52;"o1";"14";300;270;13
52;"o1";"9";300;210;14
53;"o1";"1";256;256;0
53;"o9";"12";300;270;1
53;"o9";"11";300;210;2
53;"o9";"4";256;44;3
53;"o1";"10";300;210;4
53;"o1";"6";300;150;5
53;"o9";"2";300;150;6
53;"o9";"8";300;270;7
53;"o1";"7";300;150;8
53;"o9";"3";256;256;9
53;"o1";"5";300;150;10
53;"o1";"14";300;270;11
53;"o9";"13";300;150;12
53;"o9";"15";300;150;13
53;"o1";"9";300;210;14
54;"o9";"13";300;150;0
54;"o9";"2";300;150;1
54;"o9";"15";300;150;2
54;"o9";"11";300;210;3
54;"o1";"10";300;210;4
54;"o1";"9";300;210;5
54;"o1";"1";256;256;6
54;"o9";"3";256;256;7
54;"o1";"7";300;150;8
54;"o1";"6";300;150;9
54;"o1";"5";300;150;10
54;"o9";"12";300;270;11
54;"o9";"4";256;44;12
54;"o1";"14";300;270;13
54;"o9";"8";300;270;14
55;"o9";"7";210;300;0
55;"o9";"3";256;256;1
55;"o1";"14";300;270;2
55;"o1";"15";270;300;3
55;"o5";"5";225;225;4
55;"o5";"10";285;255;5
55;"o9";"8";300;270;6
55;"o5";"4";203;172;7
55;"o5";"9";225;255;8
55;"o9";"12";300;270;9
55;"o1";"1";256;256;10
55;"o9";"2";300;150;11
55;"o5";"13";225;225;12
55;"o9";"11";300;210;13
55;"o9";"6";256;256;14
56;"o7";"12";262;278;0
56;"o1";"1";256;256;1
56;"o2";"15";274;281;2
56;"o7";"10";278;278;3
56;"o5";"8";285;285;4
56;"o9";"6";256;256;5
56;"o9";"2";300;150;6
56;"o5";"11";255;255;7
56;"o9";"3";256;256;8
56;"o5";"5";225;225;9
56;"o3";"14";278;278;10
56;"o5";"13";225;225;11
56;"o4";"9";244;244;12
56;"o5";"4";203;172;13
56;"o6";"7";244;244;14
57;"o6";"6";273;216;0
57;"o1";"1";256;256;1
57;"o9";"3";256;256;2
57;"o7";"13";262;188;3
57;"o9";"8";300;270;4
57;"o1";"15";270;300;5
57;"o2";"7";289;169;6
57;"o9";"2";300;150;7
57;"o1";"5";300;150;8
57;"o1";"14";300;270;9
57;"o1";"9";300;210;10
57;"o1";"4";150;300;11
57;"o9";"10";270;300;12
57;"o9";"12";300;270;13
58;"o6";"7";244;244;0
58;"o5";"6";278;203;1
58;"o5";"8";285;285;2
58;"o9";"3";256;256;3
58;"o5";"11";255;255;4
58;"o1";"15";270;300;5
58;"o4";"4";190;204;6
58;"o7";"10";278;278;7
58;"o9";"2";300;150;8
58;"o5";"5";225;225;9
58;"o1";"1";256;256;10
58;"o4";"9";244;244;11
58;"o5";"13";225;225;12
58;"o1";"14";300;270;13
58;"o8";"12";281;274;14
59;"o4";"9";244;244;0
59;"o5";"11";255;255;1
59;"o5";"13";225;225;2
59;"o7";"10";278;278;3
59;"o9";"2";300;150;4
59;"o3";"15";278;262;5
59;"o6";"7";244;244;6
59;"o9";"6";256;256;7
59;"o5";"8";285;285;8
59;"o3";"14";278;278;9
59;"o5";"5";225;225;10
59;"o9";"3";256;256;11
59;"o9";"12";300;270;12
59;"o5";"4";203;172;13
59;"o1";"1";256;256;14
60;"o9";"15";300;150;0
60;"o9";"4";256;44;1
60;"o1";"10";300;210;2
60;"o1";"14";300;270;3
60;"o1";"1";256;256;4
60;"o9";"2";300;150;5
60;"o9";"13";300;150;6
60;"o1";"7";300;150;7
60;"o9";"12";300;270;8
60;"o9";"3";256;256;9
60;"o9";"11";300;210;10
60;"o9";"8";300;270;11
60;"o1";"9";300;210;12
60;"o1";"5";300;150;13
60;"o1";"6";300;150;14
61;"o9";"2";300;150;0
61;"o1";"7";300;150;1
61;"o1";"1";256;256;2
61;"o9";"13";300;150;3
61;"o8";"4";243;76;4
61;"o1";"5";300;150;5
61;"o9";"12";300;270;6
61;"o8";"11";289;221;7
61;"o2";"9";281;221;8
61;"o9";"8";300;270;9
61;"o9";"3";256;256;10
61;"o1";"10";300;210;11
61;"o1";"14";300;270;12
61;"o7";"15";292;188;13
61;"o9";"6";256;256;14
62;"o6";"6";273;216;0
62;"o1";"1";256;256;1
62;"o9";"3";256;256;2
62;"o7";"13";262;188;3
62;"o9";"8";300;270;4
62;"o1";"15";270;300;5
62;"o2";"7";289;169;6
62;"o9";"2";300;150;7
62;"o1";"5";300;150;8
62;"o1";"14";300;270;9
62;"o1";"9";300;210;10
62;"o1";"4";150;300;11
62;"o9";"10";270;300;12
62;"o9";"12";300;270;13
62;"o9";"11";300;210;14
63;"o1";"6";300;150;0
63;"o9";"11";300;210;1
63;"o1";"10";300;210;2
63;"o1";"7";300;150;3
63;"o1";"1";256;256;4
63;"o1";"14";300;270;5
63;"o9";"3";256;256;6
63;"o9";"2";300;150;7
63;"o9";"15";300;150;8
63;"o1";"9";300;210;9
63;"o9";"8";300;270;10
63;"o9";"13";300;150;11
63;"o9";"4";256;44;12
63;"o9";"12";300;270;13
63;"o1";"5";300;150;14
64;"o1";"1";256;256;0
64;"o9";"12";300;270;1
64;"o5";"7";255;225;2
